Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population density (people per sq. km of land area),EN.POP.DNST,Eswatini,SWZ,58.45534884,58.93069767,59.24732558,59.46488372,59.66784884,59.91715116,60.2380814,60.61924419,61.04348837,61.48034884,61.90936047,62.32726744,62.74912791,63.18854651,63.66406977,64.18825581,64.76709302,65.39581395,66.06244186,66.7519186,67.45139535
Population density (people per sq. km of land area),EN.POP.DNST,Sweden,SWE,21.62136034,21.6794853,21.75015353,21.83123507,21.91726617,22.00509821,22.12922211,22.29393186,22.46828727,22.66051323,22.85452552,23.02776478,23.36960279,23.56846615,23.80523434,24.05829958,24.36248803,24.69298078,24.98149812,25.23602907,25.41907147
Population density (people per sq. km of land area),EN.POP.DNST,Switzerland,CHE,181.7693047,182.9277636,184.3214665,185.6987677,186.9844383,188.1956324,189.385176,191.0901154,193.5336319,195.9669754,198.0187519,200.2327665,202.3702045,204.7106489,207.2236309,209.5958526,211.8972478,213.883834,215.4651922,217.0076296,218.5668955
Population density (people per sq. km of land area),EN.POP.DNST,Syrian Arab Republic,SYR,89.29615301,91.23166286,92.96238981,94.85927338,97.11732309,100.0227597,103.7916299,108.2457907,112.5247059,115.4752396,116.3347002,114.8059358,111.3045853,106.6191036,101.8935414,98.00909982,95.11281926,93.09845341,92.27828786,92.95938572,95.30391004
Population density (people per sq. km of land area),EN.POP.DNST,Tajikistan,TJK,44.41504001,45.14511289,45.91926979,46.73871106,47.60210775,48.50898828,49.4612032,50.46203915,51.51417548,52.62040583,53.78248785,54.99790654,56.26491855,57.58632466,59.46441284,60.91230636,62.4221846,63.98350025,65.57278622,67.15918294,68.71995101
Population density (people per sq. km of land area),EN.POP.DNST,Tanzania,TZA,37.81799165,38.81897607,39.89025739,41.02255362,42.19887785,43.40745428,44.64739896,45.9261865,47.24988033,48.62703771,50.06382028,51.56188756,53.11925152,54.73372319,56.40162904,58.11993452,59.8884974,61.70732107,63.57354256,65.48369948,67.43532739
Population density (people per sq. km of land area),EN.POP.DNST,Thailand,THA,123.2215134,124.3696099,125.4068253,126.3478772,127.2197596,128.0435886,128.8193936,129.5426882,130.2256454,130.8830355,131.5254399,132.1583492,132.7799898,133.3839359,133.9598505,134.4996359,135.0022764,135.4691166,135.8970698,136.28292,136.6242792
Population density (people per sq. km of land area),EN.POP.DNST,Timor-Leste,TLS,59.47316745,60.60618695,62.05104237,63.6926698,65.35904506,66.92199059,68.35487559,69.69657028,70.97700067,72.24519166,73.53846671,74.85904506,76.19381305,77.55803631,78.97330195,80.45016812,81.99657028,83.60860794,85.27067922,86.96166779,88.66455952
Population density (people per sq. km of land area),EN.POP.DNST,Togo,TGO,90.53881228,93.07907704,95.55138812,98.00751976,100.5289575,103.174168,105.9547895,108.8501563,111.8480787,114.9262732,118.0671815,121.2711712,124.5414047,127.8676411,131.2373047,134.6416988,138.0759698,141.5421217,145.0467917,148.6000919,152.2106453
Population density (people per sq. km of land area),EN.POP.DNST,Tonga,TON,136.0583333,136.7805556,137.5319444,138.3208333,139.1861111,140.15,141.2694444,142.4680556,143.5888889,144.3013889,144.4180556,143.8305556,142.6888889,141.3444444,140.3097222,139.9722222,140.4763889,141.6694444,143.3319444,145.1347222,146.8013889
Population density (people per sq. km of land area),EN.POP.DNST,Trinidad and Tobago,TTO,247.0095517,247.8805068,248.9688109,250.2074074,251.4844055,252.72846,253.9087719,255.0584795,256.2278752,257.4894737,258.8974659,260.4639376,262.1469786,263.8807018,265.562768,267.1212476,268.5307992,269.797271,270.9241715,271.9237817,272.8052632
Population density (people per sq. km of land area),EN.POP.DNST,Tunisia,TUN,62.4893602,63.0401326,63.53798275,64.014431,64.51002832,65.05392636,65.66175978,66.32807029,67.0341465,67.75032827,68.45549047,69.14181256,69.81844104,70.50044413,71.2100605,71.96157956,72.75966787,73.59319001,74.44131694,75.27498069,76.07246395
Population density (people per sq. km of land area),EN.POP.DNST,Turkey,TUR,82.16960877,83.40662786,84.64503333,85.87165521,87.06902018,88.2287086,89.33748555,90.40948768,91.49670881,92.66973221,93.97631589,95.42670374,96.99601887,98.65188987,100.345961,102.0352806,103.7223965,105.3966854,106.986591,108.4022283,109.583913
Population density (people per sq. km of land area),EN.POP.DNST,Turkmenistan,TKM,9.610214287,9.712269913,9.810010001,9.907330879,10.00871619,10.11778776,10.23580959,10.36354776,10.50319196,10.65680633,10.82546549,11.01031217,11.20998021,11.41952206,11.63220905,11.84279148,12.04939246,12.25218011,12.450582,12.64463644,12.83422425
Population density (people per sq. km of land area),EN.POP.DNST,Turks and Caicos Islands,TCA,21.23263158,22.71368421,24.45263158,26.32421053,28.11473684,29.66421053,30.94105263,31.98210526,32.84210526,33.61368421,34.37684211,35.12736842,35.86,36.56105263,37.23263158,37.87263158,38.48210526,39.06947368,39.64947368,40.20421053,40.75578947
Population density (people per sq. km of land area),EN.POP.DNST,Tuvalu,TUV,313.0666667,315.9333333,319.7666667,324.1333333,329.0333333,333.2333333,337.2666667,340.6333333,343.8333333,347.1,350.7,354.2,358.1333333,361.6333333,365.7666667,369.9666667,374.4,378.8333333,383.5,388.5,393.0666667
Population density (people per sq. km of land area),EN.POP.DNST,Uganda,UGA,118.3632401,122.0608278,125.9559632,130.0262599,134.2340223,138.5545768,142.9932186,147.5718683,152.3033582,157.2048246,161.7203471,166.9497905,172.345402,178.0097696,184.0790445,190.6315929,197.7317624,205.2991622,213.0911231,220.7739228,228.111909
Population density (people per sq. km of land area),EN.POP.DNST,Ukraine,UKR,84.88219556,83.99482178,83.20238547,82.53003245,81.90635206,81.30272188,80.75770851,80.28128183,79.84911448,79.49549644,79.18031658,78.89609542,78.70148105,78.52248843,78.15110739,77.94720434,77.68936629,77.38846021,77.0150466,76.60718502,76.17309803
Population density (people per sq. km of land area),EN.POP.DNST,United Arab Emirates,ARE,44.12935793,46.50411152,48.98294847,52.26599549,57.28776401,64.60464658,74.62928752,86.86068713,99.82379611,111.4808223,120.3885948,125.9754717,128.7186426,129.5115179,129.7406646,130.4265841,131.8075894,133.5849901,135.6092087,137.5742889,139.2621797
Population density (people per sq. km of land area),EN.POP.DNST,United Kingdom,GBR,243.4279089,244.366854,245.4035423,246.5489067,247.9556277,249.6639772,251.5058901,253.4719258,255.4747034,257.4144174,259.4401893,261.4756748,263.3001901,265.0695366,267.0288844,269.1531393,271.2007316,273.049473,274.7089819,276.2630802,277.8295085
Population density (people per sq. km of land area),EN.POP.DNST,United States,USA,30.79730133,31.10362839,31.39354993,31.66453462,31.95894507,32.2548766,32.56739985,32.87861136,33.24368685,33.53639923,33.81578008,34.06244395,34.31324483,34.55181319,34.8061343,35.06332868,35.31834714,35.54249482,35.73009646,35.89317567,36.01935005
Population density (people per sq. km of land area),EN.POP.DNST,Uruguay,URY,18.96774083,19.00051994,19.00380528,18.99017827,18.97775111,18.97953948,19.00013141,19.03641298,19.08479602,19.13881842,19.19365215,19.24880585,19.30622215,19.36599246,19.42885956,19.49498914,19.56427265,19.63572735,19.70797623,19.77905954,19.84760027
Population density (people per sq. km of land area),EN.POP.DNST,Uzbekistan,UZB,57.94640339,58.68464974,59.40726375,60.10260931,60.80007052,61.51151857,62.26669017,63.15937941,64.18147626,65.27362482,67.14245416,68.96897038,69.99177245,71.093559,72.30300893,71.03844609,72.28499187,73.51238234,74.80586987,76.22283256,77.70210303
Population density (people per sq. km of land area),EN.POP.DNST,Vanuatu,VUT,15.17342084,15.5216571,15.90869565,16.32157506,16.74511895,17.1683347,17.58646432,18.00360952,18.43314192,18.88794094,19.3778507,19.90631665,20.46800656,21.05307629,21.64790812,22.24183757,22.83232158,23.42075472,24.00943396,24.60065628,25.19688269
Population density (people per sq. km of land area),EN.POP.DNST,Venezuela  RB,VEN,27.42752565,27.94226064,28.45689814,28.96845304,29.47292557,29.96705969,30.44066663,30.89122045,31.33136103,31.77938892,32.24300436,32.75083385,33.28703248,33.76344425,34.0603968,34.10444646,33.84303498,33.33425543,32.74997676,32.32903917,32.23847061
Population density (people per sq. km of land area),EN.POP.DNST,Vietnam,VNM,256.897097,259.5470764,262.5484012,265.4292579,267.8840875,270.3668913,272.8982004,275.4848518,278.1417873,280.8793176,283.7025672,286.6171639,289.6182346,292.68421,295.784339,298.8908376,301.9977263,305.0944722,308.1431902,311.0978424,313.9245428
Population density (people per sq. km of land area),EN.POP.DNST,Virgin Islands (U.S.),VIR,310.4057143,310.14,310.0257143,310.0142857,309.9028571,309.8657143,309.6257143,309.5342857,309.7057143,309.7257143,309.5914286,309.4,309.1085714,308.6885714,308.2342857,307.7485714,307.1885714,306.5171429,305.7171429,304.7685714,303.6857143
Population density (people per sq. km of land area),EN.POP.DNST,West Bank and Gaza,PSE,485.4074751,497.9707641,510.8593023,524.0812292,537.645515,551.5607973,565.8362126,580.4810631,596.6739203,612.8071429,628.9303987,645.0142857,661.1292359,677.1940199,693.2554817,709.317608,725.4299003,740.0008306,758.9845515,778.2900332,797.8852159
Population density (people per sq. km of land area),EN.POP.DNST,Yemen  Rep.,YEM,32.97359888,33.93823323,34.93320454,35.95848438,37.00986041,38.08439116,39.18337784,40.31008201,41.46475936,42.64724132,43.85638199,45.09268708,46.35334583,47.6298123,48.91090024,50.18823229,51.45786692,52.72044056,53.97784533,55.23405118,56.49178552
Population density (people per sq. km of land area),EN.POP.DNST,Zambia,ZMB,14.01140989,14.38302506,14.75901478,15.14244206,15.53779443,15.9488882,16.37568167,16.81884072,17.28370169,17.77686275,18.30262177,18.86385208,19.45835699,20.07903119,20.7156311,21.36075277,22.01193048,22.67128694,23.34133362,24.02646525,24.72989413
Population density (people per sq. km of land area),EN.POP.DNST,Zimbabwe,ZWE,30.7134083,30.82307354,30.90162337,30.97381155,31.07124467,31.21803541,31.42172935,31.68132351,32.0009125,32.38196717,32.82338891,33.3315833,33.90241437,34.51047693,35.12139072,35.71059067,36.26816079,36.80134161,37.32405842,37.85827323,38.42038775
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
