Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Sri Lanka,LKA,Regulatory Quality: Estimate,RQ.EST,0.2401098,0.1947514,0.1040968,-0.0699689,-0.4215692,-0.2728167,-0.2877894,-0.3669674,-0.2784031,-0.2178601,-0.1136863,-0.1124752,-0.1534275,-0.1011968,-0.0529576,-0.1000357,-0.1308368,-0.1755948,-0.1844314,-0.1790705
St. Kitts and Nevis,KNA,Regulatory Quality: Estimate,RQ.EST,0.2338454,0.2010812,0.243588,0.0762937,1.240804,1.046696,0.7001134,0.6477721,0.595817,0.4837095,0.4453146,0.4208632,0.4319586,0.1871451,0.3781135,0.368028,0.2927027,0.5110556,0.5021414,0.5294037
St. Lucia,LCA,Regulatory Quality: Estimate,RQ.EST,0.2338454,0.2010812,0.243588,0.1739666,1.240804,1.10876,0.7904311,0.5425784,0.5851444,0.4842022,0.5130332,0.3401,0.3197097,0.2754634,0.3061971,0.290406,0.3068754,0.2790565,0.2328423,0.2882809
St. Vincent and the Grenadines,VCT,Regulatory Quality: Estimate,RQ.EST,0.2338454,0.2010812,0.243588,0.1642248,1.220339,0.8861196,0.7435877,0.5425784,0.5851444,0.4536531,0.4192622,0.3780405,0.3545902,0.3567459,0.2660685,0.2793267,0.2450408,0.2496106,0.2101836,0.2644302
Sudan,SDN,Regulatory Quality: Estimate,RQ.EST,-1.41806,-1.268128,-1.327771,-1.167874,-1.416499,-1.217746,-1.320729,-1.476903,-1.261884,-1.348169,-1.312921,-1.488992,-1.454026,-1.443862,-1.490344,-1.491437,-1.55794,-1.619956,-1.673408,-1.606018
Suriname,SUR,Regulatory Quality: Estimate,RQ.EST,-0.5711975,-0.656989,-0.542958,-0.6435751,-0.5156879,-0.5236704,-0.590809,-0.5416289,-0.612793,-0.6663967,-0.5802497,-0.4732941,-0.4449131,-0.6330165,-0.6074461,-0.6269572,-0.5362548,-0.6513091,-0.6795763,-0.7700764
Sweden,SWE,Regulatory Quality: Estimate,RQ.EST,1.405465,1.638661,1.642822,1.679736,1.534101,1.439837,1.57208,1.635778,1.652537,1.658656,1.898798,1.907862,1.905513,1.81139,1.815066,1.854203,1.801465,1.83254,1.80182,1.682474
Switzerland,CHE,Regulatory Quality: Estimate,RQ.EST,1.859273,1.783988,1.716271,1.647105,1.551834,1.495726,1.644415,1.561896,1.551713,1.623263,1.621409,1.65837,1.628784,1.806558,1.741087,1.911901,1.886934,1.798568,1.664615,1.590316
Syrian Arab Republic,SYR,Regulatory Quality: Estimate,RQ.EST,-1.264891,-1.006102,-1.02236,-1.097413,-0.9807453,-1.357165,-1.309509,-1.144832,-0.9634421,-0.9023036,-0.9505237,-1.530078,-1.54875,-1.685532,-1.635518,-1.666154,-1.827085,-1.737641,-1.758002,-1.86165
Taiwan China,TWN,Regulatory Quality: Estimate,RQ.EST,1.146491,1.052132,1.040999,1.164875,0.9324059,0.8439819,0.94775,1.003865,1.043028,1.117009,1.117004,1.187149,1.142665,1.303973,1.345918,1.28786,1.372124,1.381821,1.402878,1.370848
Tajikistan,TJK,Regulatory Quality: Estimate,RQ.EST,-1.117777,-1.266518,-1.061614,-1.066348,-1.121983,-1.105529,-1.129332,-1.086946,-1.069958,-1.018682,-0.9766871,-1.000983,-1.055816,-1.016256,-1.02426,-1.093137,-1.058203,-1.047202,-1.01063,-1.017401
Tanzania,TZA,Regulatory Quality: Estimate,RQ.EST,-0.2419443,-0.545294,-0.4974516,-0.467266,-0.5023046,-0.3928336,-0.41469,-0.5074317,-0.4425703,-0.4232683,-0.4188805,-0.3926336,-0.3290884,-0.3316137,-0.3749183,-0.4353084,-0.5779683,-0.6239105,-0.6408716,-0.657513
Thailand,THA,Regulatory Quality: Estimate,RQ.EST,0.4867977,0.1775825,0.3838208,0.2264043,0.4709562,0.243027,0.1428552,0.2105248,0.2179662,0.1737148,0.2016357,0.2435732,0.2265044,0.2732638,0.2920193,0.1680702,0.1410585,0.1023715,0.1164975,0.1833952
Timor-Leste,TLS,Regulatory Quality: Estimate,RQ.EST,..,-1.218581,-1.231316,-1.106535,-1.144141,-1.520449,-1.608514,-1.357014,-1.152743,-1.105252,-1.043545,-1.020925,-0.9823202,-0.8895317,-0.9656562,-0.9773058,-0.7369812,-0.791912,-0.7848517,-0.7758869
Togo,TGO,Regulatory Quality: Estimate,RQ.EST,-0.6073071,-0.6879103,-0.6434662,-0.7633483,-0.7914191,-0.8759041,-0.9354221,-0.954002,-0.8632654,-0.8803849,-0.9978567,-0.8441291,-0.9222642,-0.8202626,-0.8177804,-0.7933024,-0.7883667,-0.6510134,-0.6785822,-0.5908297
Tonga,TON,Regulatory Quality: Estimate,RQ.EST,-0.6255415,-1.08812,-1.155545,-0.7390341,-0.5043615,-0.6685205,-0.6957079,-0.7720021,-0.5760249,-0.581013,-0.5867458,-0.6274376,-0.6340656,-0.406627,-0.4169923,-0.4052489,-0.3959075,-0.3497502,-0.3276921,-0.3949929
Trinidad and Tobago,TTO,Regulatory Quality: Estimate,RQ.EST,0.6663482,0.7366931,0.7347103,0.6565735,0.6064353,0.6732379,0.6311259,0.6213224,0.5551491,0.519767,0.4235279,0.2399583,0.2733814,0.2305483,0.1544614,0.0867226,0.1222486,-0.1057298,-0.1511111,-0.1389572
Tunisia,TUN,Regulatory Quality: Estimate,RQ.EST,-0.0219359,-0.1213898,0.0265805,-0.0925945,-0.0820463,0.1075113,0.0327498,0.0570617,-0.0021409,-0.0303108,-0.1922985,-0.1886138,-0.3316378,-0.3825953,-0.4053105,-0.4700933,-0.3971246,-0.5147808,-0.4374437,-0.3649223
Turkey,TUR,Regulatory Quality: Estimate,RQ.EST,0.3504823,0.1009366,0.0437174,0.0578256,0.2773776,0.2891251,0.3172911,0.2593855,0.2801023,0.2986633,0.3703377,0.4200954,0.429084,0.3994922,0.2708806,0.1961425,0.0358436,0.0151102,-0.007641,-0.0106597
Turkmenistan,TKM,Regulatory Quality: Estimate,RQ.EST,-1.864268,-1.907908,-1.834535,-1.985751,-1.84537,-2.133038,-2.052334,-2.023839,-1.986239,-2.036858,-2.015868,-2.067515,-2.090626,-2.058527,-2.073841,-2.090988,-1.996331,-2.003166,-1.956706,-1.992943
Tuvalu,TUV,Regulatory Quality: Estimate,RQ.EST,0.3882081,0.298276,0.2635561,-0.0354022,-0.4060037,-0.7253124,-0.8157669,-1.093615,-1.012224,-1.15212,-1.249603,-1.234191,-1.302011,-0.8787953,-0.686199,-0.5901173,-0.7858735,-0.5861989,-0.5577604,-0.49174
Uganda,UGA,Regulatory Quality: Estimate,RQ.EST,0.0551188,-0.0368938,-0.0360671,-0.0266634,-0.2744117,-0.2414692,-0.2207041,-0.2322885,-0.175511,-0.1725371,-0.1569812,-0.2389865,-0.2439245,-0.2150176,-0.2619876,-0.2131466,-0.2214996,-0.2517202,-0.3742837,-0.4310607
Ukraine,UKR,Regulatory Quality: Estimate,RQ.EST,-0.5278614,-0.5773996,-0.5571327,-0.400207,-0.5354064,-0.5230965,-0.4321923,-0.5335409,-0.570349,-0.5159054,-0.6029896,-0.5954736,-0.6240215,-0.6288179,-0.5947011,-0.4295344,-0.3201192,-0.3001162,-0.2592331,-0.2958482
United Arab Emirates,ARE,Regulatory Quality: Estimate,RQ.EST,0.7285935,1.120548,0.6716169,0.8015861,0.6541783,0.6254781,0.609858,0.5673463,0.4445139,0.3202247,0.4492406,0.6762518,0.7807333,0.9920538,1.111059,0.9725956,1.015221,0.9302903,0.979414,1.083404
United Kingdom,GBR,Regulatory Quality: Estimate,RQ.EST,1.873088,1.757973,1.680367,1.736755,1.614293,1.839874,1.866609,1.785171,1.584341,1.732978,1.655506,1.645116,1.77062,1.825786,1.845658,1.760709,1.717483,1.777152,1.625986,1.481055
United States,USA,Regulatory Quality: Estimate,RQ.EST,1.760756,1.599691,1.60109,1.570001,1.607815,1.64107,1.492916,1.532345,1.400837,1.446141,1.46089,1.300954,1.268006,1.281425,1.256155,1.497076,1.631051,1.620526,1.345472,1.244659
Uruguay,URY,Regulatory Quality: Estimate,RQ.EST,0.7021272,0.5282958,0.3146923,0.2649729,0.3975147,0.3661618,0.2756489,0.2557974,0.3753503,0.394081,0.4360313,0.4357729,0.542352,0.5301751,0.4245313,0.4894556,0.4764564,0.5067634,0.5082366,0.582089
Uzbekistan,UZB,Regulatory Quality: Estimate,RQ.EST,-2.104799,-1.518451,-1.452368,-1.622783,-1.49414,-1.607384,-1.49311,-1.368667,-1.469529,-1.550278,-1.561155,-1.57999,-1.60269,-1.710769,-1.642438,-1.619923,-1.258372,-1.082762,-0.9922252,-0.9449065
Vanuatu,VUT,Regulatory Quality: Estimate,RQ.EST,-0.4256092,-1.102891,-1.274894,-0.3691154,0.2457585,0.0145478,-0.4243948,-0.6677086,-0.660708,-0.7501566,-0.6674644,-0.7308351,-0.5216718,-0.322363,-0.3493441,-0.2931163,-0.330114,-0.468573,-0.4605931,-0.4296038
Venezuela RB,VEN,Regulatory Quality: Estimate,RQ.EST,-0.5206191,-0.6425838,-1.021271,-1.102264,-1.109686,-1.209443,-1.443969,-1.387424,-1.593088,-1.623488,-1.481942,-1.517801,-1.630421,-1.815137,-1.884915,-1.996754,-1.976389,-2.363184,-2.359256,-2.234419
Vietnam,VNM,Regulatory Quality: Estimate,RQ.EST,-0.7283592,-0.7218186,-0.5614763,-0.5594633,-0.5962995,-0.6221038,-0.5622958,-0.618174,-0.6227548,-0.6165413,-0.5988311,-0.6687129,-0.6410623,-0.587682,-0.4827265,-0.4537929,-0.397156,-0.3494396,-0.2619721,-0.1479097
Virgin Islands (U.S.),VIR,Regulatory Quality: Estimate,RQ.EST,..,..,..,1.279269,1.113491,0.6090057,0.6274899,0.6425917,0.6548098,0.6446683,0.6357366,0.6043823,0.6065512,0.5329666,0.5426964,0.8714429,0.844159,0.8234454,1.228282,1.339709
West Bank and Gaza,PSE,Regulatory Quality: Estimate,RQ.EST,-0.9004721,-0.9742701,-0.9912876,-0.6303802,-1.055032,-1.013073,-1.195622,-1.121119,-0.2091562,0.2146466,0.2030038,0.0765834,0.1224575,0.208703,0.1028548,0.0646446,0.0243386,0.0187009,0.0338395,0.0797941
Yemen Rep.,YEM,Regulatory Quality: Estimate,RQ.EST,-0.6635609,-0.8045793,-0.7113255,-0.8463301,-0.8316069,-0.773276,-0.6727214,-0.7245512,-0.6451725,-0.6190434,-0.8377433,-0.6889887,-0.7277667,-0.8901079,-1.125278,-1.479931,-1.447332,-1.587908,-1.663773,-1.799907
Zambia,ZMB,Regulatory Quality: Estimate,RQ.EST,-0.2592472,-0.5988599,-0.5518124,-0.5432987,-0.7349188,-0.6243531,-0.4928786,-0.4648499,-0.5274447,-0.4962905,-0.4388662,-0.4266993,-0.4740081,-0.5034276,-0.4365156,-0.4835931,-0.4650216,-0.4833411,-0.5538131,-0.6198913
Zimbabwe,ZWE,Regulatory Quality: Estimate,RQ.EST,-1.416606,-1.933147,-1.975507,-2.063846,-2.236245,-1.959043,-2.156215,-2.14083,-2.117831,-2.070647,-1.9349,-1.888528,-1.843716,-1.903126,-1.653554,-1.72011,-1.561047,-1.504843,-1.46259,-1.422032
