Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
India,IND,Regulatory Quality: Estimate,RQ.EST,-0.1560733,-0.3541076,-0.3484355,-0.4284641,-0.2887118,-0.2798955,-0.3048282,-0.389451,-0.3267712,-0.3786293,-0.3445381,-0.4727815,-0.4706369,-0.4477591,-0.3914646,-0.306505,-0.2529919,-0.2273288,-0.1609437,-0.1377745
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST,-0.206866,-0.6400325,-0.795902,-0.7015996,-0.6254227,-0.3844717,-0.3449852,-0.3482862,-0.3617966,-0.415857,-0.3519141,-0.2787625,-0.1954409,-0.1076597,-0.2175578,-0.1223439,-0.1051562,-0.1469696,-0.0943936,0.0776586
Iran Islamic Rep.,IRN,Regulatory Quality: Estimate,RQ.EST,-1.654209,-1.292133,-1.177272,-1.255103,-1.202849,-1.463337,-1.616982,-1.63188,-1.72011,-1.70872,-1.5206,-1.425133,-1.493414,-1.457999,-1.311571,-1.229369,-1.198042,-1.375782,-1.423213,-1.458911
Iraq,IRQ,Regulatory Quality: Estimate,RQ.EST,-2.202034,-1.99022,-1.413458,-1.646048,-1.533039,-1.392466,-1.320034,-1.147853,-1.006559,-1.050617,-1.09234,-1.250252,-1.238699,-1.2541,-1.23746,-1.125068,-1.200509,-1.167922,-1.180387,-1.376893
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,1.848545,1.769485,1.617235,1.57729,1.489262,1.837013,1.849392,1.91417,1.698822,1.620827,1.600839,1.571007,1.582879,1.764863,1.818874,1.740965,1.588018,1.627818,1.602042,1.473795
Israel,ISR,Regulatory Quality: Estimate,RQ.EST,1.129896,0.9596179,0.938236,0.826647,0.8639424,0.9978138,1.100534,1.171127,1.101107,1.216991,1.316737,1.177436,1.166611,1.216221,1.272598,1.31263,1.274343,1.24631,1.281105,1.24164
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,0.8340189,0.9443859,1.077558,1.094056,0.998329,0.9774947,0.9405472,0.9747458,0.9684786,0.8963356,0.7177325,0.7499914,0.7847136,0.6418828,0.7288107,0.7105919,0.7062215,0.7260119,0.9550502,0.5030249
Jamaica,JAM,Regulatory Quality: Estimate,RQ.EST,0.1915762,0.2366385,0.252219,0.1983566,0.2004285,0.2662234,0.3063483,0.2900946,0.2654243,0.2788525,0.2925725,0.2349755,0.2331972,0.148625,0.1059551,0.1638434,0.1452674,0.2019037,0.1675474,0.0893666
Japan,JPN,Regulatory Quality: Estimate,RQ.EST,0.8396158,0.5304578,1.102628,1.143969,1.260381,1.260638,1.129072,1.131932,1.098667,1.018737,1.079391,1.143813,1.115993,1.142823,1.217743,1.428122,1.376554,1.342974,1.32707,1.353819
Jersey Channel Islands,JEY,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,..,..,..,1.124197,1.160963,1.185023,1.166139,1.142126,0.6987037,0.6827301,0.7143798,0.9228272,0.9422368
Jordan,JOR,Regulatory Quality: Estimate,RQ.EST,0.2559679,0.0447482,0.205446,0.2934837,0.0972653,0.3304124,0.305014,0.3165545,0.2738815,0.2260692,0.2954305,0.1936769,0.1359051,0.076422,0.0833356,0.0516795,0.0671736,0.0274591,0.034222,0.2255307
Kazakhstan,KAZ,Regulatory Quality: Estimate,RQ.EST,-0.5919851,-0.6957945,-0.4185913,-0.4818529,-0.299068,-0.3637764,-0.3817636,-0.3405128,-0.3186216,-0.3300233,-0.2447563,-0.3750818,-0.3668912,-0.2515877,-0.0329584,-0.0997007,0.1709108,0.1237323,0.1369649,0.1395519
Kenya,KEN,Regulatory Quality: Estimate,RQ.EST,-0.2711834,-0.1461718,-0.2523673,-0.27502,-0.2711389,-0.193215,-0.248019,-0.215304,-0.1474386,-0.0816785,-0.2145242,-0.299869,-0.3002482,-0.3161606,-0.3124211,-0.3003297,-0.2316267,-0.2248414,-0.2769634,-0.4419633
Kiribati,KIR,Regulatory Quality: Estimate,RQ.EST,-0.9543953,-0.9817631,-0.8289253,-0.5248364,-0.9259279,-0.9842259,-1.07841,-1.175143,-1.214176,-1.335582,-1.40459,-1.32738,-1.347343,-0.919149,-0.8764771,-0.8390459,-0.8283504,-0.7787298,-0.6233603,-0.5734185
Korea Dem. People's Rep.,PRK,Regulatory Quality: Estimate,RQ.EST,-2.178509,-1.877181,-2.036229,-2.266795,-2.274059,-2.279974,-2.273525,-2.186227,-2.396361,-2.445396,-2.454963,-2.5281,-2.529559,-2.188986,-2.325878,-2.331718,-2.340901,-2.360641,-2.396936,-2.339893
Korea Rep.,KOR,Regulatory Quality: Estimate,RQ.EST,0.5951458,0.8213381,0.7665258,0.7992983,0.8216798,0.7479267,0.9040993,0.7318411,0.8404045,0.934835,0.9885986,0.8941596,0.9912655,1.110693,1.113389,1.114325,1.107531,1.102432,1.069908,1.033297
Kosovo,XKX,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,0.0396902,-0.01472,0.1080052,-0.0533851,-0.1199262,-0.0196275,-0.0244497,-0.1515047,-0.2967811,-0.1888688,-0.1341557,-0.3233016,-0.3465151,-0.2945844
Kuwait,KWT,Regulatory Quality: Estimate,RQ.EST,-0.0305208,0.3633764,0.4107331,0.5666956,0.4733854,0.2953306,0.2594693,0.1745221,0.1535748,0.1599515,0.0832637,-0.0365543,-0.0714554,-0.1453513,-0.173127,-0.073882,-0.0605019,0.0255093,0.06495,0.2879493
Kyrgyz Republic,KGZ,Regulatory Quality: Estimate,RQ.EST,-0.0829639,-0.1133134,-0.3711547,-0.321624,-1.00521,-0.6635196,-0.4147838,-0.3503863,-0.331769,-0.2512726,-0.210015,-0.3320781,-0.3130327,-0.434673,-0.5026596,-0.3526321,-0.3495833,-0.3527106,-0.3474807,-0.4046249
Lao PDR,LAO,Regulatory Quality: Estimate,RQ.EST,-1.412353,-1.301713,-1.400387,-1.28841,-1.325425,-1.270539,-1.176816,-1.143482,-1.071857,-1.015746,-0.9776725,-0.81996,-0.8398464,-0.8496193,-0.8064563,-0.7248681,-0.7200474,-0.7734566,-0.7129982,-0.8009471
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,0.7483771,0.8889499,0.9609982,0.9735729,0.9258149,0.9998425,1.007933,1.024673,0.9855881,0.9836758,0.9598081,1.016595,1.043866,1.171654,1.0888,1.080243,1.157015,1.142373,1.192789,1.187873
Lebanon,LBN,Regulatory Quality: Estimate,RQ.EST,-0.3672759,-0.3578168,-0.1073055,-0.0853327,-0.164786,-0.2069547,-0.2571481,-0.2471723,-0.0513447,0.0541962,-0.0588083,-0.1176805,-0.0763563,-0.2503474,-0.2948107,-0.3431615,-0.3062975,-0.3667725,-0.425267,-0.6311523
Lesotho,LSO,Regulatory Quality: Estimate,RQ.EST,-0.3454552,-0.3902856,-0.4950117,-0.5752791,-0.6360288,-0.6707316,-0.6988299,-0.6459164,-0.6248962,-0.5963897,-0.6056187,-0.5237986,-0.3541136,-0.4116735,-0.3962424,-0.3875899,-0.320848,-0.5002583,-0.5353864,-0.5658796
Liberia,LBR,Regulatory Quality: Estimate,RQ.EST,-1.724857,-1.680678,-1.628062,-1.857852,-1.577216,-1.473984,-1.196742,-1.341423,-1.196836,-1.056976,-1.091914,-1.050237,-0.9119042,-0.8632321,-0.8650306,-0.9484934,-0.9444501,-0.9590582,-0.9789841,-1.002027
Libya,LBY,Regulatory Quality: Estimate,RQ.EST,-1.78758,-1.611041,-1.479442,-1.353209,-1.483219,-1.460345,-1.107053,-0.9078937,-1.140678,-1.190293,-1.538268,-1.6565,-1.85995,-2.120511,-2.232313,-2.274461,-2.214244,-2.28391,-2.347087,-2.321581
Liechtenstein,LIE,Regulatory Quality: Estimate,RQ.EST,1.517836,1.713153,1.691144,1.569162,1.607823,1.350138,1.377706,1.398468,1.515809,1.527577,1.502858,1.559538,1.580631,1.428384,1.389856,1.372598,1.496659,1.529928,1.540941,1.624495
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,0.7643174,1.066879,1.039053,1.125147,1.003807,0.9738994,1.084034,1.123981,0.953743,0.962145,0.9313331,1.123943,1.154193,1.193723,1.277035,1.136219,1.15865,1.101966,1.157465,1.088133
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,1.917899,1.916083,1.821142,1.794739,1.639679,1.674969,1.7364,1.65793,1.646159,1.676335,1.865481,1.767417,1.780547,1.630896,1.658029,1.722079,1.694264,1.757189,1.70002,1.842214
Macao SAR China,MAC,Regulatory Quality: Estimate,RQ.EST,0.5505125,0.7359084,1.203429,1.59332,1.113491,1.103094,0.877562,1.027288,1.282933,1.351629,1.337743,1.355734,1.34744,1.73222,1.77244,1.781477,1.759938,1.612415,1.627207,1.737686
Madagascar,MDG,Regulatory Quality: Estimate,RQ.EST,-0.4321494,-0.2410899,-0.2503695,-0.3167834,-0.2185342,-0.1742754,-0.210702,-0.3250708,-0.5246624,-0.5662374,-0.5281697,-0.5632995,-0.6486014,-0.6921741,-0.7651789,-0.6897418,-0.6926262,-0.7339826,-0.7298915,-0.7433639
Malawi,MWI,Regulatory Quality: Estimate,RQ.EST,-0.2123383,-0.4904278,-0.4490207,-0.5353156,-0.4705365,-0.5059555,-0.4459907,-0.483631,-0.4488389,-0.5748214,-0.7004287,-0.7030605,-0.6850817,-0.8000299,-0.8180815,-0.8448486,-0.7469076,-0.6789179,-0.7013465,-0.7217206
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,0.5629202,0.5554124,0.6254485,0.4722339,0.6416844,0.5509718,0.506119,0.3163688,0.3036891,0.5889426,0.5820687,0.5704837,0.636703,0.8377209,0.7526733,0.7117952,0.7246627,0.6988706,0.6732683,0.7720808
Maldives,MDV,Regulatory Quality: Estimate,RQ.EST,0.7150751,0.8039562,0.6725519,-0.0597464,0.5065991,0.3960325,0.0729743,-0.3537485,-0.3694029,-0.3632856,-0.3682638,-0.3797219,-0.4310798,-0.3442715,-0.4149505,-0.457905,-0.4215108,-0.4773244,-0.4793369,-0.4917062
Mali,MLI,Regulatory Quality: Estimate,RQ.EST,-0.1045932,-0.429817,-0.4881367,-0.4792282,-0.5534297,-0.4555993,-0.358832,-0.4054857,-0.4086943,-0.4931963,-0.3982912,-0.4108,-0.4960637,-0.6023568,-0.577987,-0.5908752,-0.5714288,-0.5553012,-0.5732464,-0.6080129
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,1.14995,1.102868,1.181439,1.134123,1.062275,1.115418,1.144283,1.201846,1.366899,1.430892,1.339909,1.327936,1.298451,1.083089,1.168855,1.156792,1.284921,1.336544,0.9557325,1.219251
Marshall Islands,MHL,Regulatory Quality: Estimate,RQ.EST,-0.6619083,-0.4883981,-0.4661145,-0.853386,-0.7597152,-0.9324962,-0.9060721,-0.6738319,-0.9941752,-0.9824685,-1.004596,-1.047201,-1.088059,-0.9499308,-1.121721,-0.9765467,-1.028267,-1.156026,-1.117219,-1.103951
Martinique,MTQ,Regulatory Quality: Estimate,RQ.EST,1.034174,0.9802197,0.9595717,0.8202731,0.8663251,0.85605,0.877562,0.8945503,0.9059341,0.8936761,0.8811754,0.8455312,0.8467881,1.237166,1.283185,1.23882,1.209727,1.193258,1.228282,0.9409034
Mauritania,MRT,Regulatory Quality: Estimate,RQ.EST,-0.3738819,0.338653,-0.0466674,-0.057796,-0.372204,-0.4302672,-0.4584383,-0.644522,-0.6849827,-0.8279694,-0.7813443,-0.6368836,-0.654506,-0.8066694,-0.8694826,-0.7430018,-0.774446,-0.8109413,-0.7590866,-0.8073273
Mauritius,MUS,Regulatory Quality: Estimate,RQ.EST,0.6067637,0.5811971,0.6068215,0.4244867,0.4771075,0.5653766,0.5221999,0.7931436,0.8609337,0.8890533,0.8378959,0.9906248,0.9399689,1.12727,1.091458,1.029757,1.028536,1.018246,0.9961087,1.126
Mexico,MEX,Regulatory Quality: Estimate,RQ.EST,0.2536656,0.4532809,0.3637139,0.4268156,0.1944254,0.3782291,0.3878794,0.3382414,0.2248415,0.2527093,0.2799248,0.4771238,0.4689431,0.4259591,0.3577256,0.2871219,0.2787054,0.1582261,0.1037782,0.0767781
Micronesia Fed. Sts.,FSM,Regulatory Quality: Estimate,RQ.EST,-0.8420197,-0.5740715,-0.4378658,0.0345296,0.2897122,0.1946159,-0.3510387,-0.552493,-0.8125128,-0.8759015,-0.8908712,-0.9492707,-0.9383808,-1.033337,-0.9827493,-0.9661163,-0.9869629,-0.9650339,-0.9604086,-0.9548313
Moldova,MDA,Regulatory Quality: Estimate,RQ.EST,-0.2867666,-0.4019714,-0.4499911,-0.444058,-0.4585297,-0.3446201,-0.277912,-0.1803459,-0.1278222,-0.103798,-0.0842205,-0.1027179,-0.0732874,0.0194689,-0.0662931,-0.1148862,-0.0374159,-0.0308212,0.0097272,0.0425393
Monaco,MCO,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Regulatory Quality: Estimate,RQ.EST,-0.0739469,-0.0598696,-0.4412478,-0.3911002,-0.4919476,-0.3254844,-0.2776507,-0.3374487,-0.2979653,-0.2405613,-0.2219121,-0.2068852,-0.3235871,-0.2714638,-0.3505109,-0.0763125,-0.1161962,0.0233944,-0.0118551,-0.0923367
Montenegro,MNE,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,-0.1287619,-0.3314977,-0.1782944,-0.126968,-0.0436491,-0.0657089,-0.0579515,0.0213996,0.0655326,0.1265586,0.2267932,0.2244326,0.298581,0.3540395,0.364373,0.3970378
Morocco,MAR,Regulatory Quality: Estimate,RQ.EST,-0.0335292,-0.1391914,-0.2656455,-0.2473502,-0.4104842,-0.183422,-0.2163792,-0.1880394,-0.0602428,-0.0808093,-0.1170862,-0.0831831,-0.116067,-0.1303917,-0.1707448,-0.2349505,-0.2271556,-0.2858383,-0.2115421,-0.1172722
Mozambique,MOZ,Regulatory Quality: Estimate,RQ.EST,-0.1619026,-0.3134336,-0.53054,-0.4852061,-0.7077828,-0.5614842,-0.5535753,-0.4501007,-0.3936403,-0.3978509,-0.4318583,-0.4481838,-0.4026927,-0.4053305,-0.5003937,-0.7045604,-0.7280922,-0.7524768,-0.7245978,-0.6904809
Myanmar,MMR,Regulatory Quality: Estimate,RQ.EST,-2.044331,-2.055723,-1.998693,-2.344109,-2.120716,-2.190411,-2.267615,-2.213595,-2.23668,-2.24437,-2.102423,-1.834624,-1.494474,-1.380308,-1.222467,-0.8683162,-0.8298815,-0.7480327,-0.7607889,-0.6322959
Namibia,NAM,Regulatory Quality: Estimate,RQ.EST,0.2782966,0.5160318,0.2294746,0.1534386,0.1201045,0.1181504,-0.0321183,0.1697315,0.108871,0.085406,0.0454652,0.0758575,0.0850998,-0.018652,-0.0897799,-0.1359364,-0.1885961,-0.1155679,-0.1093711,-0.1089674
Nauru,NRU,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,-0.6938866,-0.8708317,-1.008255,-1.045812,-1.079763,-1.186479,-1.378451,-1.238945,-1.223166,-0.3848716,-1.096113,-0.1430661,-0.0331743,0.1107325
Nepal,NPL,Regulatory Quality: Estimate,RQ.EST,-0.5050797,-0.5237504,-0.3769773,-0.5373344,-0.5256447,-0.5192395,-0.5675968,-0.6235901,-0.7066754,-0.7441027,-0.7225809,-0.7998764,-0.8489474,-0.8319318,-0.7995815,-0.7645323,-0.71452,-0.7379818,-0.7012125,-0.6962198
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,2.098008,1.870408,1.750716,1.776129,1.655154,1.682698,1.799105,1.775021,1.699952,1.731538,1.811241,1.753006,1.770449,1.769266,1.799031,1.976167,2.050719,2.019616,1.861228,1.753378
Netherlands Antilles,ANT,Regulatory Quality: Estimate,RQ.EST,..,..,..,0.6511692,0.8663251,0.85605,0.877562,0.8945503,0.9059341,0.8936761,0.8811754,0.8455312,0.8467881,..,..,..,..,..,..,..
New Zealand,NZL,Regulatory Quality: Estimate,RQ.EST,1.735728,1.610015,1.683347,1.763689,1.632703,1.695402,1.714808,1.799816,1.826804,1.814871,1.970794,1.852507,1.828891,1.950351,1.920748,2.038275,2.09194,2.006682,1.881057,1.877044
Nicaragua,NIC,Regulatory Quality: Estimate,RQ.EST,-0.1314913,-0.392733,-0.376096,-0.3066226,-0.4454578,-0.4307803,-0.4456767,-0.4101914,-0.43041,-0.282892,-0.3410783,-0.2953102,-0.2932877,-0.3933742,-0.3944113,-0.5067052,-0.6706238,-0.7042721,-0.6889327,-0.6596352
Niger,NER,Regulatory Quality: Estimate,RQ.EST,-0.5738533,-0.6775939,-0.6144285,-0.5826002,-0.4114659,-0.4932139,-0.5021631,-0.4236389,-0.4834641,-0.5173832,-0.5308044,-0.5946409,-0.5633752,-0.7179123,-0.7289673,-0.6713569,-0.6779783,-0.638694,-0.6683207,-0.7429972
Nigeria,NGA,Regulatory Quality: Estimate,RQ.EST,-0.7479506,-1.21619,-1.245469,-1.351967,-0.7606229,-0.9072622,-0.8890194,-0.80224,-0.7460872,-0.7274519,-0.6811808,-0.7124425,-0.659629,-0.8163823,-0.8505214,-0.9188931,-0.8839844,-0.804415,-0.8609191,-0.9626663
Niue,NIU,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,..,-0.9418253,-0.9783322,-0.9360021,-0.9050641,-0.921079,..,..,..,..,..,..,..
North Macedonia,MKD,Regulatory Quality: Estimate,RQ.EST,-0.133277,-0.1882659,-0.1837676,-0.0460693,-0.234497,-0.0479724,0.1087835,0.2222244,0.2865948,0.3209654,0.3198009,0.3522735,0.3300218,0.4827735,0.4317179,0.4409401,0.5044911,0.5655299,0.5084947,0.5077904
Norway,NOR,Regulatory Quality: Estimate,RQ.EST,1.157422,1.264643,1.34019,1.449231,1.479817,1.22142,1.329298,1.372778,1.467539,1.514319,1.609021,1.546811,1.666547,1.646469,1.606871,1.697963,1.816498,1.790837,1.8042,1.698057
Oman,OMN,Regulatory Quality: Estimate,RQ.EST,0.0810051,0.7223601,0.7062459,0.6554562,0.5504777,0.6049306,0.613822,0.6958894,0.5277063,0.4445483,0.3236573,0.4715728,0.4758003,0.6923888,0.5745103,0.6104661,0.422777,0.1731074,0.2924988,0.4590778
Pakistan,PAK,Regulatory Quality: Estimate,RQ.EST,-0.7600321,-0.780275,-0.7143597,-0.9052928,-0.6401119,-0.4835909,-0.5329705,-0.5982134,-0.5784156,-0.5967962,-0.6340992,-0.7171134,-0.7003065,-0.6828627,-0.627013,-0.6395842,-0.5919536,-0.6377932,-0.6441157,-0.7166667
Palau,PLW,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,-0.6974456,-0.825646,-0.8723449,-0.8956047,-0.993196,-0.9926907,-0.8197579,-0.8063775,-0.17747,-0.5965419,-0.0574309,-0.0075199,0.0600498
Panama,PAN,Regulatory Quality: Estimate,RQ.EST,0.5823151,0.4843094,0.3385739,0.2614431,0.1749342,0.3194317,0.3723588,0.6200064,0.369856,0.3807888,0.4256283,0.3772442,0.3634679,0.371192,0.3525367,0.3606293,0.3875535,0.3578646,0.3612367,0.3191189
Papua New Guinea,PNG,Regulatory Quality: Estimate,RQ.EST,-0.4689761,-0.5846058,-0.6345726,-0.7780001,-0.9864236,-0.7629742,-0.598905,-0.6860101,-0.5720045,-0.5588585,-0.5160761,-0.5122686,-0.5095565,-0.3448819,-0.5526034,-0.5559897,-0.651908,-0.5347608,-0.5426779,-0.6815091
Paraguay,PRY,Regulatory Quality: Estimate,RQ.EST,-0.8216776,-0.567491,-0.7236943,-0.7311249,-0.8488888,-0.6907392,-0.5868172,-0.5159901,-0.4446054,-0.3556239,-0.3714205,-0.321478,-0.3103102,-0.2830149,-0.270921,-0.2999762,-0.3021692,-0.0753872,-0.2042026,-0.2023511
Peru,PER,Regulatory Quality: Estimate,RQ.EST,0.4397036,0.0160937,0.1603966,0.2127779,0.031204,0.1347653,0.2779833,0.3453731,0.3866532,0.4503337,0.4635442,0.4919731,0.458948,0.5209098,0.491347,0.5083464,0.4183767,0.49744,0.5636055,0.5264729
Philippines,PHL,Regulatory Quality: Estimate,RQ.EST,0.1180455,-0.095482,-0.0476736,-0.2989835,-0.1802779,-0.169674,-0.1158655,-0.0786918,-0.1061816,-0.2335325,-0.2276281,-0.0611084,-0.0719822,-0.0368149,-0.0430832,-0.0041014,0.019665,-0.0615247,0.0083691,0.0299304
Poland,POL,Regulatory Quality: Estimate,RQ.EST,0.7536228,0.7710903,0.7435727,0.8242418,0.8279473,0.7275952,0.7722009,0.8322434,0.9520382,0.9808911,0.9282178,0.9604836,1.04645,1.054908,1.000138,0.9519957,0.881161,0.9425502,1.013399,0.8859966
Portugal,PRT,Regulatory Quality: Estimate,RQ.EST,0.9643233,1.291456,1.255014,1.19687,1.280887,1.065522,1.08139,1.100412,0.9914032,0.7198218,0.6259704,0.8269463,0.8041509,0.7499732,0.9568518,0.844399,0.9111117,0.8849584,0.9698351,0.8331245
Puerto Rico,PRI,Regulatory Quality: Estimate,RQ.EST,1.276005,1.224531,1.203429,0.8685885,1.113491,1.103094,0.9981669,1.02256,0.8891332,0.8572922,0.8591784,0.920635,0.8535097,0.8947352,0.9857846,0.9498481,0.8722246,0.9458223,0.7320309,0.793277
Qatar,QAT,Regulatory Quality: Estimate,RQ.EST,0.000946,0.3012286,0.2262909,0.165395,0.2634854,0.3091292,0.3998939,0.6455752,0.6843668,0.5984103,0.5006636,0.801358,0.7469117,0.5732973,0.6785886,0.6959444,0.4202242,0.5984121,0.6793981,0.8512264
Reunion,REU,Regulatory Quality: Estimate,RQ.EST,..,..,..,1.206796,1.113491,1.103094,1.127634,1.146509,1.157058,1.142684,1.126614,1.08668,1.087025,1.237166,1.283185,1.23882,1.209727,1.193258,1.228282,0.9409034
Romania,ROU,Regulatory Quality: Estimate,RQ.EST,-0.1087842,0.0386783,-0.0411463,0.1644221,0.2342906,0.4625684,0.507854,0.5807096,0.6027623,0.6428855,0.6582558,0.5546572,0.6117656,0.5813455,0.5967953,0.5874754,0.4881797,0.4241509,0.4615858,0.3826097
Russian Federation,RUS,Regulatory Quality: Estimate,RQ.EST,-0.5793793,-0.2448798,-0.1538669,-0.1178624,-0.1315329,-0.4042563,-0.2962315,-0.3910525,-0.335987,-0.3532888,-0.3491683,-0.3381374,-0.3516815,-0.3886238,-0.5207789,-0.4155626,-0.4741596,-0.5028223,-0.4316002,-0.4377571
Rwanda,RWA,Regulatory Quality: Estimate,RQ.EST,-1.008388,-0.7136751,-0.7117509,-0.6645405,-0.9752049,-0.6567397,-0.6372008,-0.5066115,-0.3198239,-0.1971854,-0.1439268,-0.0998168,0.0066703,0.2464919,0.2429835,0.1071192,0.146575,0.0867606,0.0775343,0.1564013
Samoa,WSM,Regulatory Quality: Estimate,RQ.EST,0.0602198,0.0353455,0.0710034,-0.0288072,-0.0595889,-0.0553739,-0.0678687,-0.2739873,-0.2328436,-0.2526039,-0.3039227,-0.3334909,-0.2487883,-0.1868363,-0.0804414,-0.1030717,-0.0800506,-0.1136799,-0.2246639,-0.2006688
San Marino,SMR,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Regulatory Quality: Estimate,RQ.EST,-0.7480749,-0.4584619,-0.5693606,-0.8301845,-0.8662047,-0.6446061,-0.7458607,-0.7074816,-0.7418562,-0.844986,-0.7282254,-0.7845786,-0.7929333,-0.7993983,-0.7713445,-0.8124583,-0.8314196,-0.8397979,-0.906838,-0.9014867
Saudi Arabia,SAU,Regulatory Quality: Estimate,RQ.EST,-0.1033548,-0.045104,0.113586,0.0499324,0.114249,-0.0447374,0.018983,0.1200698,0.1607207,0.1612306,0.0281195,0.1031542,0.0827896,-0.003618,0.0251311,0.0793312,0.0007821,-0.0758674,-0.0681779,0.2643954
Senegal,SEN,Regulatory Quality: Estimate,RQ.EST,-0.0974698,-0.1659428,-0.209492,-0.2640057,-0.2386367,-0.3104712,-0.353941,-0.321682,-0.2981089,-0.2784313,-0.2141801,-0.0812536,-0.047789,-0.2196877,-0.1575582,-0.1430723,-0.1465519,-0.1100483,-0.1123866,-0.2078334
Serbia,SRB,Regulatory Quality: Estimate,RQ.EST,-0.8563468,-0.6174521,-0.5854211,-0.4465472,-0.5829304,-0.4431247,-0.3422168,-0.2899177,-0.1261082,-0.022394,0.0252941,-0.0633781,-0.0611573,0.1412161,0.155342,0.0562996,0.0095592,0.1292206,0.1321523,0.1202637
Seychelles,SYC,Regulatory Quality: Estimate,RQ.EST,-0.806029,-0.6492646,-0.1209602,-0.8728689,-0.0288438,-0.6226172,-0.8547176,-0.6558671,-0.5540638,-0.4953183,-0.3770286,-0.2842706,-0.2841012,-0.3328607,-0.0918801,-0.2591546,-0.1759432,-0.1609532,-0.1536177,-0.1309807
Sierra Leone,SLE,Regulatory Quality: Estimate,RQ.EST,-1.328195,-1.227088,-1.122344,-1.024799,-1.088785,-1.143849,-1.070928,-0.9751633,-0.7885708,-0.7360142,-0.7085726,-0.7031516,-0.7071913,-0.8055689,-0.8951481,-0.9254888,-0.9183713,-0.8876426,-0.8818939,-0.8576535
Singapore,SGP,Regulatory Quality: Estimate,RQ.EST,2.141958,1.940935,1.81779,1.772742,1.747712,1.753665,1.80752,1.868647,1.778742,1.786087,1.789596,1.965846,1.970402,2.233457,2.260543,2.180612,2.118332,2.126329,2.161546,2.205607
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,0.5668238,0.9591576,0.9691389,1.144671,1.161917,1.133783,1.021248,1.115403,1.050077,1.00123,1.004638,1.046938,0.9341252,0.8897797,0.788662,0.8890519,0.8261192,0.8082806,1.006871,0.7844779
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,0.6924266,0.8869246,0.8955325,0.8538088,0.8854151,0.7956023,0.7999157,0.8341884,0.9156417,0.7612643,0.6972604,0.63064,0.6301469,0.6616281,0.6263494,0.6402694,0.5802526,0.6537443,1.00893,0.9220372
Solomon Islands,SLB,Regulatory Quality: Estimate,RQ.EST,-1.38985,-1.687841,-2.625506,-1.317755,-0.957342,-1.075968,-1.108746,-1.197549,-1.202818,-1.189545,-1.044504,-1.041204,-1.103141,-1.080401,-0.9462257,-0.9580071,-0.7953451,-0.8370585,-0.8320891,-0.8383006
Somalia,SOM,Regulatory Quality: Estimate,RQ.EST,-2.445963,-2.064272,-2.082691,-2.305674,-2.146021,-2.545303,-2.531158,-2.645041,-2.555349,-2.388267,-2.377578,-2.253568,-2.219174,-2.124876,-2.15277,-2.265274,-2.286752,-2.256654,-2.203409,-2.063496
South Africa,ZAF,Regulatory Quality: Estimate,RQ.EST,0.4363826,0.6556168,0.8042418,0.6582638,0.7031338,0.6834127,0.4911874,0.4988977,0.4075375,0.3634101,0.4067755,0.3817532,0.4199755,0.2876857,0.2793786,0.2118435,0.2337251,0.1297222,0.1561929,0.2039087
South Sudan,SSD,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,..,..,..,-1.673312,-1.471,-1.527299,-1.66792,-1.683604,-1.858261,-1.940352,-2.046948,-2.048774,-2.180991
Spain,ESP,Regulatory Quality: Estimate,RQ.EST,1.291325,1.374277,1.336925,1.316545,1.305955,1.177149,1.21499,1.25476,1.189271,1.160325,1.065844,0.9529905,0.9390443,0.750495,0.8076367,1.008604,0.9452308,0.948625,1.050283,0.7676963
