351190465,ŁÓDŹ,2020,1,1,0,4,,370,,0,8.0,370P,P,,8,,20000,,20000,,7,,277,,5,,0,9.0,2.3,,0,8,U,,6.3,,88.0,,0.5,,1006.5,,1029.4,,1,1.3,,0.0,9.0,0,9.0,3,1,7,,5,,Sc pe,/,,/,/,,/,1,,0.9,,0.0,8.0,0,,12,,19.0,27.0,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,1,4,,500,,0,8.0,500P,P,,7,,16886,,16914,,7,,280,,4,,0,9.0,1.6,,0,8,U,,6.2,,91.0,,0.3,,1007.2,,1030.2,,2,1.2,,0.0,8.0,0,8.0,2,2,7,,5,,Sc pe,/,,/,/,,/,0,8.0,0.6,,0.0,8.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,2,4,,420,,0,8.0,420P,P,,7,,14357,,14258,,7,,273,,4,,0,9.0,1.7,,0,8,U,,6.3,,91.0,,0.4,,1007.5,,1030.5,,3,1.0,,0.0,8.0,0,8.0,2,2,7,,5,,Sc pe,/,,/,/,,/,0,8.0,0.6,,0.0,8.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,3,5,,810,,0,8.0,810P,P,,7,,14834,,14877,,7,,287,,3,,0,9.0,,,0,8,U,,6.2,,91.0,,0.1,,1007.9,,1030.9,,1,1.4,,0.0,8.0,0,8.0,2,2,7,,5,,Sc pe,/,,/,/,,/,0,8.0,0.6,,0.0,9.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,4,4,,560,,0,8.0,560P,P,,7,,11483,,11357,,3,,266,,3,,0,9.0,0.1,,0,8,U,,5.7,,92.0,,-1.0,,1008.4,,1031.5,,3,1.2,,0.0,8.0,0,8.0,1,1,3,,5,,Sc pe,0,,.,0,,.,0,8.0,0.5,,0.0,9.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,5,5,,610,,0,8.0,610P,P,,7,,12854,,12854,,7,,260,,4,,0,9.0,0.9,,0,8,U,,6.1,,93.0,,-0.1,,1008.4,,1031.5,,1,0.9,,0.0,8.0,0,8.0,3,1,7,,5,,Sc pe,/,,/,/,,/,0,8.0,0.5,,0.0,9.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,6,4,,540,,0,8.0,540P,P,,7,,16331,,16331,,7,,267,,5,,0,9.0,1.0,,0,8,U,,5.7,,87.0,,-0.9,,1008.3,,1031.3,,0,0.4,,0.0,9.0,0,9.0,2,1,7,,5,,Sc pe,/,,/,/,,/,4,,0.9,,0.0,9.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,-0.4,,5.5,,-1.6,,0,9,0,9.0,0,9.0,0,9.0,.,.,0,9,0,9
351190465,ŁÓDŹ,2020,1,1,7,5,,600,,0,8.0,600,,,7,,13687,,13727,,7,,267,,4,,0,9.0,0.2,,0,8,U,,5.4,,87.0,,-1.7,,1008.7,,1031.8,,3,0.3,,0.0,8.0,0,8.0,1,2,5,,5,,Sc pe,0,,.,2,,Ci spi,0,8.0,0.8,,0.0,9.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,8,4,,460,,0,8.0,460P,P,,7,,11000,,11141,,7,,242,,3,,0,9.0,0.4,,0,8,U,,5.7,,91.0,,-0.9,,1008.9,,1032.0,,3,0.5,,0.0,8.0,0,8.0,3,2,6,,5,,Sc pe,0,,.,2,,Ci spi,0,8.0,0.6,,0.0,9.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
351190465,ŁÓDŹ,2020,1,1,9,4,,380,,0,8.0,380P,P,,7,,15894,,15894,,7,,259,,4,,0,9.0,1.7,,0,8,U,,5.9,,85.0,,-0.6,,1009.4,,1032.4,,2,1.1,,0.0,8.0,0,8.0,3,2,7,,5,,Sc pe,/,,/,/,,/,0,8.0,1.0,,0.0,9.0,0,,0,9.0,,,0.0,8.0,0,8,0,8,0,8,0,8,0.0,8.0,0.0,8.0,0.0,8.0,0,8,0,8.0,0,8.0,0,8.0,,,0,8,0,8
